At_CU,Access_ID,Box_No,Folder_Name,Goldsmiths_Binder,Goldsmiths_Binder_Starting_Page,Exact_Date,Exact_Unitdate,Implied_Date,Implied_Unitdate,Extent_Pages,Sender_Name,Sender_Address,Sender_Town,Sender_Address_Merged,Sender_Organization,Recipient_Name,Recipient_Address,Recipient_Town,Recipient_Address_Merged,Recipient Organization,Type,Format,Version,Language,Provenance,Notes,"Notes_Other
",Clues for unidentifiable
Y,4823,3,"1929, May",XX,423,1929-05-xx,May 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Jottings,Handwritten,Original,French,Bibliothèque Nationale de France,"Name and address: 'Alfred Savoir, Hotel Regina, Place de Rivoli'.",,
N,4849,,,XXI,27,1929-06-10,10 June 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Memo,Typed,Photocopy,English,Bibliothèque Nationale de France,,,
Y,4826,3,"1929, May",XX,427,1929-05-xx,May 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Programme note,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4831,3,"1929, May",XX,434,1929-05-xx,May 1929,,,1,Mr Maazel,6 Avenue Vion Whitcomb,Paris,"6 Avenue Vion Whitcomb, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Invitation,Handwritten,Original,English,Bibliothèque Nationale de France,,,
Y,4832,3,"1929, May",XX,435,1929-05-xx,May 1929,,,1,Clerical assistant,140 East 63rd Street,New York,"140 East 63rd Street, New York",The Barbizon,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4833,3,"1929, June",XXI,1,1929-06-01,01 June 1929,,,1,Paul Spaak,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4834,3,"1929, June",XXI,2,1929-06-01,01 June 1929,,,1,Clerical assistant,Not stated,Not stated,Not stated,Haensel & Jones,Sergey Sergeevich Prokofiev,Not stated,Paris,Paris,Not stated,Bill,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,,3,"1929, March",Not applicable,,,,1929-06-01,[01 June 1929],,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4829,3,"1929, June",XX,432,1929-06-03,03 June 1929,,,1,Mikhail Fedorovich Astrof,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,List of expenses,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4835,3,"1929, June",XXI,3,1929-06-03,03 June 1929,,,1,Clerical assistant,4 Place de la Concorde,Paris,"4 Place de la Concorde, Paris",Guaranty Trust Company of New York,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Financial Document,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4853,3,"1929, June",XXI,31,1929-06-03,03 June 1929,,,2,Ekaterina Grigorevna Raevskaia,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4836,3,"1929, June",XXI,4,1929-06-04,04 June 1929,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4837,3,"1929, June",XXI,6,1929-06-04,04 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Clerical assistant,10 Rue Royale,Brussels,"10 Rue Royale, Brussels",Societe Philarmonique,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4838,3,"1929, June",XXI,7,1929-06-04,04 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Valter Fedorovich Nuvel,26 Rue Pasquier,Paris,"26 Rue Pasquier, Paris",Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
Y,4839,3,"1929, June",XXI,8,1929-06-05,05 June 1929,,,2,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Pierre Blois,25 Rue de Douai,Paris,"25 Rue de Douai, Paris",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4840,3,"1929, June",XXI,10,1929-06-05,05 June 1929,,,4,Vladimir Nikolaevich Tsederbaum,7 Rue Albert-de-Lapparent,Paris,"7 Rue Albert-de-Lapparent, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4841,3,"1929, June",XXI,14,1929-06-05,05 June 1929,,,1,Clerical assistant,114 bis Boulevard Malesherbes,Paris,"114 bis Boulevard Malesherbes, Paris",Ecole Normale de Musique de Paris,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4842,3,"1929, June",XXI,15,1929-06-06,06 June 1929,,,2,Boris Evseevich Gusman,"Bolshoi Gnezdnikovskii, d. 10, kv. 919",Moscow,"Bolshoi Gnezdnikovskii, d. 10, kv. 919, Moscow",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4843,3,"1929, June",XXI,17,1929-06-06,06 June 1929,,,2,Clerical assistant,47 Rue des Batignolles,Paris,"47 Rue des Batignolles, Paris",Étienne A. Boesteano,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4844,3,"1929, June",XXI,19,1929-06-07,07 June 1929,,,1,Clerical assistant,4 Place de la Concorde,Paris,"4 Place de la Concorde, Paris",Guaranty Trust Company of New York,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Financial Document,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4845,3,"1929, June",XXI,20,1929-06-07,07 June 1929,,,1,Clerical assistant,10 Rue Royale,Brussels,"10 Rue Royale, Brussels",Societe Philarmonique de Bruxelles,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4846,3,"1929, June",XXI,21,1929-06-08,08 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Paul Spaak,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4872,3,"1929, June",XXI,52,,,1929-06-08,[08 June 1929],1,V. Dovgalevsky,79 Rue de Grenelle,Paris,"79 Rue de Grenelle, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Invitation,Handwritten,Original,French,Bibliothèque Nationale de France,Invitation from USSR Embassy.,,
Y,4898,3,"1929, June",XXI,81,,,1929-06-08,[08 June 1929],2,Tania Raevskaya,Not stated,Berlin,Berlin,Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4848,3,"1929, June",XXI,24,1929-06-10,10 June 1929,,,3,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Andrew A. Fraser,11 Great Marlborough Street,London,"11 Great Marlborough Street, London",Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,Typed draft.,,
Y,4850,3,"1929, July",XXI,28,1929-06-10,10 June 1929,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Leningrad,Leningrad,Not stated,Telegram,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,4851,3,"1929, June",XXI,29,,,1929-06-10,[10 June 1929],1,Vladimir Alexandrovich Dukelsky,144 Sloane Street,London,"144 Sloane Street, London",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,"Written on notepaper of 'Plough Inn, Elstree {UK].'",,
Y,4852,3,"1929, June",XXI,30,,,1929-06-10,[10 June 1929],1,Charles Fray,212 Rue de Rivoli,Paris,"212 Rue de Rivoli, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Card,Handwritten,Original,French,Bibliothèque Nationale de France,,,
N,4857,,,XXI,31,1929-06-10,10 June 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Photocopy,Russian,Bibliothèque Nationale de France,,,
Y,4854,3,"1929, June",XXI,33,1929-06-11,11 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Clerical assistant,Tverskoi Bulvar 25,Moscow,"Tverskoi Bulvar 25, Moscow",Moskovskoe Obshchestvo Dramaticheskikh Pisatelei i Kompozitorov,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
Y,4855,3,"1929, June",XXI,34,1929-06-12,12 June 1929,,,1,Director,Linkstrasse 12,Berlin,"Linkstrasse 12, Berlin",Konzertdirektion Geo Albert Backhaus,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4856,3,"1929, June",XXI,34,1929-06-25,25 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Director,Linkstrasse 12,Berlin,"Linkstrasse 12, Berlin",Not stated,Telegram,Draft,Original,French,Bibliothèque Nationale de France,handwritten,,
Y,4882,3,"1929, June",XXI,62,1929-06-25,25 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Director,Linkstrasse 12,Berlin,"Linkstrasse 12, Berlin",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4858,3,"1929, June",XXI,35,,,1929-06-12,[12 June 1929],2,Georges Rouault,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4859,3,"1929, June",XXI,37,1929-06-12,12 June 1929,,,2,Georges Rouault,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4860,3,"1929, June",XXI,39,1929-06-12,12 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Ekaterina Grigorevna Raevskaya,Not stated,Kadnikov,Kadnikov,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
Y,4861,3,"1929, June",XXI,40,1929-06-12,12 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Clerical assistant,10 Rue Royale,Brussels,"10 Rue Royale, Brussels",Societe Philarmonique,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4862,3,"1929, June",XXI,41,1929-06-13,13 June 1929,,,1,A. Tarassoff,Not stated,Neuilly-sur-Seine,Neuilly-sur-Seine,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,Full address not entirely legible: '15/17 Av. St. Fey (?)'.,,
Y,4863,3,"1929, June",XXI,42,,,1929-06-14,[14 June 1929],1,Clerical assistant,Not stated,Leningrad,Leningrad,Not stated,Sergey Sergeevich Prokofiev,5 Avenue Frémiet,Paris,"5 Avenue Frémiet, Paris",Not stated,Telegram,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,4864,3,"1929, June",XXI,43,1929-06-14,14 June 1929,,,1,Paul Spaak,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4865,3,"1929, June",XXI,44,1929-06-15,15 June 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4866,3,"1929, June",XXI,45,1929-06-15,15 June 1929,,,2,Ekaterina Grigorevna Raevskaia,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4867,3,"1929, June",XXI,47,1929-06-17,17 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,G. Prod'homme,121 Rue de la Convention,Paris,"121 Rue de la Convention, Paris",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4868,3,"1929, June",XXI,48,1929-06-17,17 June 1929,,,1,Jean Chalon,Not stated,Chazey Bons,Chazey Bons,Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Telegram,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4869,3,"1929, June",XXI,49,1929-06-17,17 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Paul Spaak,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4870,3,"1929, June",XXI,50,1929-06-17,17 June 1929,,,1,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Boris Evseevich Gusman,"Bolshoi Gnezdnikovskii, d. 10, kv. 919",Moscow,"Bolshoi Gnezdnikovskii, d. 10, kv. 919, Moscow",Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
Y,4871,3,"1929, June",XXI,51,1929-06-17,17 June 1929,,,1,Clerical assistant,Not stated,Belley,Belley,Syndicat d'Initiative de Belley,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4873,3,"1929, June",XXI,53,1929-06-18,18 June 1929,,,1,Paul Spaak,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4874,3,"1929, June",XXI,54,1929-06-18,18 June 1929,,,1,Clerical assistant,2 Rue Giroust,Nogent-le-Rotrou,"2 Rue Giroust, Nogent-le-Rotrou",Etablissemants Marcel Boutet,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Bill,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4875,3,"1929, June",XXI,55,1929-06-19,19 June 1929,,,2,Vladimir Vladimirovich Derzhanovsky,Kropotkina Ul. 32,Moscow,"Kropotkina Ul. 32, Moscow",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,With hand-written PS.,,
Y,4917,3,"1929, June",XXI,114,,,1929-06-20,[20 June 1929],1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,"Originator's address: 'Hôtel du Pas-de-Calais, 59 Rue des Saints Pères'.",,
Y,4876,3,"1929, June",XXI,57,1929-06-21,21 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Alfred Bloch,9 Rue Ballu,Paris,"9 Rue Ballu, Paris",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4877,3,"1929, June",XXI,58,1929-06-21,21 June 1929,,,1,Jean Chalon,63 Rue de Varenne,Paris,"63 Rue de Varenne, Paris",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Telegram,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,4879,3,"1929, June",XXI,59,1929-06-21,21 June 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,Originator's signature not legible,,
Y,4880,3,"1929, June",XXI,60,,,1929-06-23,[23 June 1929],1,Alexander Kirillovich Borovsky,Not stated,Clamart,Clamart,Not stated,Georges Rouault,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4847,3,"1929, June",XXI,22,1929-06-24,24 June 1929,,,2,J. Aitken,4 St. Bernard's Crescent,Edinburgh,"4 St. Bernard's Crescent, Edinburgh",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,,,
Y,4881,3,"1929, June",XXI,61,1929-06-24,24 June 1929,,,1,Alfred Bloch,9 Rue Ballu,Paris,"9 Rue Ballu, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Paris,Paris,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
N,5694,,,XXIII,232,1929-06-24,24 June 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Chicago,Chicago,Not stated,Contract,Typed,Photocopy,English,Bibliothèque Nationale de France,,,
N,5698,,,XXIII,238,1929-06-24,24 June 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,H. E. Voegeli,Not stated,Chicago,Chicago,Not stated,Contract,Typed,Photocopy,English,Bibliothèque Nationale de France,,,
Y,4883,3,"1929, June",XXI,63,1929-xx-xx,1929-xx-xx,,,1,Thomas Elam,17 East 96th Street,New York,"17 East 96th Street, New York",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Invitation,Printed,Original,English,Bibliothèque Nationale de France,,,
Y,4884,3,"1929, June",XXI,63,1929-06-26,26 June 1929,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Warren Klein,551 Fifth Avenue,New York,"551 Fifth Avenue, New York",Not stated,Telegram,Draft,Original,English,Bibliothèque Nationale de France,handwritten,,
Y,4885,3,"1929, June",XXI,64,1929-06-25,25 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Not stated,57 Avenue Montaigne,Paris,"57 Avenue Montaigne, Paris",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4886,3,"1929, June",XXI,65,1929-06-25,25 June 1929,,,4,Ekaterina Grigorevna Raevskaia,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4878,3,"1929, June",XXI,73,1929-06-26,26 June 1929,,,1,Georges Bernard,27 Boulevard des Italiens,Paris,"27 Boulevard des Italiens, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4887,3,"1929, June",XXI,71,1929-06-26,26 June 1929,,,2,Fitzhugh Haensel,113 West 57th Street,New York,"113 West 57th Street, New York",Not stated,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4888,3,"1929, June",XXI,69,1929-06-26,26 June 1929,,,1,Marcel de Valmalète,45-47 Rue La Boétie,Paris,"45-47 Rue La Boétie, Paris",Not stated,Pierre Blois,25 Rue de Douai,Paris,"25 Rue de Douai, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4890,3,"1929, June",XXI,70,1929-06-26,26 June 1929,,,1,Marcel de Valmalète,45-47 Rue La Boétie,Paris,"45-47 Rue La Boétie, Paris",Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4893,3,"1929, June",XXI,75,1929-06-27,27 June 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Paul Spaak,Not stated,Brussels,Brussels,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4894,3,"1929, June",XXI,76,1929-06-27,27 June 1929,,,1,Clerical assistant,136 Rue de Rennes,Paris,"136 Rue de Rennes, Paris",Magasins Reunis Rive Gauche,Lina Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Bill,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4895,3,"1929, June",XXI,77,,,1929-06-27,[27 June 1929],2,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
